frame,type,x,yOffset
10500,alien1,400,50
10500,alien1,350,100
10500,alien1,350,150
11000,alien1,200,0
11000,alien1,250,0
11000,alien1,300,0
11000,alien1,250,100
11000,alien1,250,200
11000,alien1,200,100
11000,alien1,300,100
11000,speed,149,0
11500,alien1,200,0
11500,alien1,250,0
11500,alien1,300,0
11500,alien1,200,100
11500,alien1,250,100
11500,alien1,300,100
11500,speed,190,0
11500,multi,91,0
12000,alien1,150,0
12000,alien1,250,0
12000,alien1,350,0
12000,alien1,200,50
12000,alien1,300,50
12000,alien1,250,100
12000,alien1,250,150
12000,multi,125,0
12500,alien1,150,0
12500,alien1,100,50
12500,alien1,200,50
12500,alien1,75,100
12500,alien1,225,100
12500,alien1,100,150
12500,alien1,200,150
12500,alien1,150,200
12500,alien1,250,0
12500,alien1,300,0
12500,alien1,350,0
12500,alien1,400,0
12500,alien1,450,0
13000,alien1,250,0
13000,alien1,250,50
13000,alien1,250,100
13000,alien1,250,150
13000,alien1,250,200
13500,alien1,200,0
13500,alien1,250,0
13500,alien1,300,0
13500,alien1,200,100
13500,alien1,250,100
13500,alien1,300,100
13500,multi,346,0
14000,alien1,100,0
14000,alien1,150,0
14000,alien1,200,0
14000,alien1,150,100
14000,alien1,150,200
14000,alien1,100,100
14000,alien1,200,100
14000,alien1,300,0
14000,alien1,350,0
14000,alien1,400,0
14000,alien1,350,100
14000,alien1,350,200
14000,alien1,300,100
14000,alien1,400,100
14500,alien1,150,0
14500,alien1,250,0
14500,alien1,350,0
14500,alien1,200,50
14500,alien1,300,50
14500,alien1,250,100
14500,alien1,250,150
15000,alien1,250,0
15000,alien1,200,50
15000,alien1,300,50
15000,alien1,175,100
15000,alien1,325,100
15000,alien1,200,150
15000,alien1,300,150
15000,alien1,250,200
15000,multi,439,0
15500,alien1,100,0
15500,alien1,150,0
15500,alien1,200,0
15500,alien1,150,100
15500,alien1,150,200
15500,alien1,100,100
15500,alien1,200,100
15500,alien1,250,0
15500,alien1,300,0
15500,alien1,350,0
15500,alien1,400,0
15500,alien1,450,0
16000,alien1,150,0
16000,alien1,350,0
16000,alien1,200,50
16000,alien1,300,50
16000,alien1,250,100
16000,alien1,200,150
16000,alien1,300,150
16000,alien1,150,200
16000,alien1,350,200
16000,multi,139,0
16500,alien1,200,0
16500,alien1,250,0
16500,alien1,300,0
16500,alien1,250,100
16500,alien1,250,200
16500,alien1,200,100
16500,alien1,300,100
17000,alien1,250,0
17000,alien1,225,25
17000,alien1,275,25
17000,alien1,250,75
17000,alien1,250,100
17000,alien1,250,150
17500,alien1,50,0
17500,alien1,150,0
17500,alien1,250,0
17500,alien1,100,50
17500,alien1,200,50
17500,alien1,150,100
17500,alien1,150,150
17500,alien1,350,0
17500,alien1,325,25
17500,alien1,375,25
17500,alien1,350,75
17500,alien1,350,100
17500,alien1,350,150
17500,speed,135,0
18500,multi,150,0
18500,speed,350,0
18500,largealien,250,0
